ident,iata_code,icao_code,local_code,name,type,latitude_deg,longitude_deg,elevation_ft,country_name,region_name,runway_lengths_ft,runway_surfaces,airtanker_base,index__gacc,gacc
KCNW,CNW,KCNW,CNW,TSTC Waco Airport,small_airport,31.641129,-97.073335,470.0,United States,Texas,8600,asphalt,False,100,Southern Area Coordination Center
KCNY,CNY,KCNY,CNY,Canyonlands Regional Airport,medium_airport,38.755001,-109.754997,4557.0,United States,Utah,7100,asphalt,False,118,Great Basin Coordination Center
KCOD,COD,KCOD,COD,Yellowstone Regional Airport,medium_airport,44.520199,-109.024002,5102.0,United States,Wyoming,8268,asphalt,False,119,Rocky Mountain Area Coordination Center
KCOE,COE,KCOE,COE,Coeur D'Alene Airport - Pappy Boyington Field,medium_airport,47.7743,-116.82,2320.0,United States,Idaho,"5400,7400","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KCON,CON,KCON,CON,Concord Municipal Airport,medium_airport,43.20270157,-71.50229645,342.0,United States,New Hampshire,6005,asphalt,False,51,Eastern Area Coordination Center
KCOS,COS,KCOS,COS,City of Colorado Springs Municipal Airport,medium_airport,38.805801,-104.700996,6187.0,United States,Colorado,"8269,11022","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KCOT,COT,KCOT,COT,Cotulla-La Salle County Airport,small_airport,28.45669937,-99.22029877,474.0,United States,Texas,5005,asphalt,False,100,Southern Area Coordination Center
KCOU,COU,KCOU,COU,Columbia Regional Airport,medium_airport,38.8181,-92.219597,889.0,United States,Missouri,5500,grooved concrete,False,51,Eastern Area Coordination Center
KCPC,,,CPC,Columbus County Municipal Airport,small_airport,34.27289963,-78.71499634,99.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KCPK,,,CPK,Chesapeake Regional Airport,small_airport,36.6656,-76.320702,19.0,United States,Virginia,5500,asphalt,False,100,Southern Area Coordination Center
KCPR,CPR,KCPR,CPR,Casper-Natrona County International Airport,medium_airport,42.908001,-106.463997,5350.0,United States,Wyoming,"6484,7696,8679,10164","asphalt,asphalt,asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KCPS,CPS,KCPS,CPS,St Louis Downtown Airport,small_airport,38.570701599100005,-90.1561965942,413.0,United States,Illinois,6997,asphalt,False,51,Eastern Area Coordination Center
KCPT,,,CPT,Cleburne Regional Airport,small_airport,32.353802,-97.433701,854.0,United States,Texas,5700,asphalt,False,100,Southern Area Coordination Center
KCQW,HCW,KCQW,CQW,Cheraw Municipal Airport/Lynch Bellinger Field,small_airport,34.712898,-79.957001,239.0,United States,South Carolina,5000,asphalt,False,100,Southern Area Coordination Center
KCRE,CRE,KCRE,CRE,Grand Strand Airport,medium_airport,33.8116989136,-78.72389984130001,32.0,United States,South Carolina,5996,asphalt,False,100,Southern Area Coordination Center
KCRP,CRP,KCRP,CRP,Corpus Christi International Airport,medium_airport,27.770399,-97.501198,44.0,United States,Texas,"6080,7508","asphalt,asphalt",False,100,Southern Area Coordination Center
KCRT,CRT,KCRT,CRT,Z M Jack Stell Field,small_airport,33.1782989502,-91.8802032471,184.0,United States,Arkansas,5009,asphalt,False,100,Southern Area Coordination Center
KCRW,CRW,KCRW,CRW,Yeager Airport,medium_airport,38.3731,-81.593201,981.0,United States,West Virginia,6715,asphalt,False,51,Eastern Area Coordination Center
KCRX,CRX,KCRX,CRX,Roscoe Turner Airport,small_airport,34.9150009155,-88.6035003662,425.0,United States,Mississippi,6500,asphalt,False,100,Southern Area Coordination Center
KCSG,CSG,KCSG,CSG,Columbus Metropolitan Airport,medium_airport,32.516300201416016,-84.93890380859375,397.0,United States,Georgia,6997,asphalt,False,100,Southern Area Coordination Center
KCSV,CSV,KCSV,CSV,Crossville Memorial Airport Whitson Field,medium_airport,35.95131,-85.08499,1881.0,United States,Tennessee,5418,asphalt,False,100,Southern Area Coordination Center
KCTB,CTB,KCTB,CTB,Cut Bank International Airport,medium_airport,48.608657,-112.378183,3854.0,United States,Montana,"5299,5300","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KCTJ,,,CTJ,West Georgia Regional Airport / O V Gray Field,small_airport,33.631001,-85.152,1161.0,United States,Georgia,5652,asphalt,False,100,Southern Area Coordination Center
KCTY,CTY,KCTY,CTY,Cross City Airport,small_airport,29.6354999542,-83.10479736330001,42.0,United States,Florida,"5001,5005","asphalt,asphalt",False,100,Southern Area Coordination Center
KCUB,CUB,KCUB,CUB,Jim Hamilton L.B. Owens Airport,medium_airport,33.970500946,-80.9952011108,193.0,United States,South Carolina,5002,asphalt,False,100,Southern Area Coordination Center
KCUT,,,CUT,Custer County Airport,small_airport,43.733299,-103.617996,5602.0,United States,South Dakota,5500,asphalt,False,119,Rocky Mountain Area Coordination Center
KCVB,,,CVB,Castroville Municipal Airport,small_airport,29.3419,-98.850899,771.0,United States,Texas,5001,asphalt,False,100,Southern Area Coordination Center
KCVH,HLI,KCVH,CVH,Hollister Municipal Airport,small_airport,36.8932991028,-121.410003662,230.0,United States,California,6350,asphalt,True,96,Southern California Coordination Center
KCVK,CKK,KCVK,CVK,Sharp County Regional Airport,small_airport,36.26490021,-91.56259918,716.0,United States,Arkansas,5156,asphalt,False,100,Southern Area Coordination Center
KCVN,CVN,KCVN,CVN,Clovis Municipal Airport,medium_airport,34.426594,-103.078794,4216.0,United States,New Mexico,"5697,6200","asphalt,asphalt",False,97,Southwest Area Coordination Center
KCVO,CVO,KCVO,CVO,Corvallis Municipal Airport,medium_airport,44.49720001,-123.2900009,250.0,United States,Oregon,5900,asphalt,False,90,Northwest Interagency Coordination Center
KCWI,CWI,KCWI,CWI,Clinton Municipal Airport,small_airport,41.8311004639,-90.3291015625,708.0,United States,Iowa,5204,asphalt,False,51,Eastern Area Coordination Center
KCWV,,,CWV,Claxton Evans County Airport,small_airport,32.195099,-81.869598,112.0,United States,Georgia,5002,asphalt,False,100,Southern Area Coordination Center
KCXO,CXO,KCXO,CXO,Conroe-North Houston Regional Airport,medium_airport,30.351801,-95.414497,245.0,United States,Texas,6000,asphalt,False,100,Southern Area Coordination Center
KCXP,CSN,KCXP,CXP,Carson Airport,small_airport,39.1922,-119.734001,4697.0,United States,Nevada,5906,asphalt,False,118,Great Basin Coordination Center
KCXW,,,CXW,Conway Regional Airport,small_airport,35.019889,-92.555111,276.0,United States,Arkansas,5500,grooved concrete,False,100,Southern Area Coordination Center
KCXY,HAR,KCXY,CXY,Capital City Airport,small_airport,40.2170982361,-76.85150146480001,347.0,United States,Pennsylvania,5001,asphalt,False,51,Eastern Area Coordination Center
KCYS,CYS,KCYS,CYS,Cheyenne Regional Jerry Olson Field,medium_airport,41.155701,-104.811997,6159.0,United States,Wyoming,6691,asphalt,False,119,Rocky Mountain Area Coordination Center
KCZL,,,CZL,Tom B. David Field,small_airport,34.455399,-84.939201,647.0,United States,Georgia,6000,asphalt,False,100,Southern Area Coordination Center
KD68,,,JTC,Springerville Municipal Airport,small_airport,34.131101,-109.310255,7055.0,United States,Arizona,8417,asphalt,False,97,Southwest Area Coordination Center
KDAA,DAA,KDAA,DAA,Davison Army Air Field,medium_airport,38.715000152600005,-77.1809997559,73.0,United States,Virginia,5618,asphalt,False,100,Southern Area Coordination Center
KDAB,DAB,KDAB,DAB,Daytona Beach International Airport,medium_airport,29.179899,-81.058098,34.0,United States,Florida,"6001,10500","asphalt,asphalt",False,100,Southern Area Coordination Center
KDAG,DAG,KDAG,DAG,Barstow Daggett Airport,medium_airport,34.85369873,-116.7870026,1930.0,United States,California,"5119,6400","asphalt,asphalt",False,96,Southern California Coordination Center
KDAL,DAL,KDAL,DAL,Dallas Love Field,medium_airport,32.847099,-96.851799,487.0,United States,Texas,6147,asphalt,False,100,Southern Area Coordination Center
KDAN,DAN,KDAN,DAN,Danville Regional Airport,medium_airport,36.572899,-79.336098,571.0,United States,Virginia,6500,asphalt,False,100,Southern Area Coordination Center
KDBN,DBN,KDBN,DBN,W H 'Bud' Barron Airport,small_airport,32.5644,-82.985298,309.0,United States,Georgia,"5004,6002","asphalt,asphalt",False,100,Southern Area Coordination Center
KDCM,,,DCM,Chester Catawba Regional Airport,small_airport,34.789299,-81.195801,656.0,United States,South Carolina,5000,asphalt,False,100,Southern Area Coordination Center
KDCU,DCU,KDCU,DCU,Pryor Field Regional Airport,small_airport,34.652698516799994,-86.94539642330001,592.0,United States,Alabama,6107,asphalt,False,100,Southern Area Coordination Center
KDDC,DDC,KDDC,DDC,Dodge City Regional Airport,medium_airport,37.76340103149414,-99.9655990600586,2594.0,United States,Kansas,6899,asphalt,False,119,Rocky Mountain Area Coordination Center
KDEC,DEC,KDEC,DEC,Decatur Airport,medium_airport,39.834598541259766,-88.8656997680664,682.0,United States,Illinois,5299,asphalt,False,51,Eastern Area Coordination Center
KDED,,,DED,Deland Municipal Sidney H Taylor Field,small_airport,29.066999,-81.283798,79.0,United States,Florida,"5999,6001","asphalt,asphalt",False,100,Southern Area Coordination Center
KDEQ,,,DEQ,J Lynn Helms Sevier County Airport,small_airport,34.047001,-94.399399,355.0,United States,Arkansas,5000,asphalt,False,100,Southern Area Coordination Center
KDET,DET,,DET,Coleman A. Young Municipal Airport,medium_airport,42.40919876,-83.00990295,626.0,United States,Michigan,5090,asphalt,False,51,Eastern Area Coordination Center
KDEW,,,DEW,Deer Park Airport,small_airport,47.966599,-117.427002,2211.0,United States,Washington,6100,asphalt,False,90,Northwest Interagency Coordination Center
KDGW,DGW,KDGW,DGW,Converse County Airport,small_airport,42.79719925,-105.3860016,4933.0,United States,Wyoming,6532,asphalt,False,119,Rocky Mountain Area Coordination Center
KDHN,DHN,KDHN,DHN,Dothan Regional Airport,medium_airport,31.3213005065918,-85.44960021972656,401.0,United States,Alabama,"5000,8498","asphalt,asphalt",False,100,Southern Area Coordination Center
KDHT,DHT,KDHT,DHT,Dalhart Municipal Airport,medium_airport,36.0225982666,-102.54699707,3991.0,United States,Texas,"5669,6400","asphalt,asphalt",False,100,Southern Area Coordination Center
KDIJ,,,DIJ,Driggs/Reed Memorial Airport,small_airport,43.742667,-111.096829,6229.0,United States,Idaho,7302,asphalt,False,118,Great Basin Coordination Center
KDIK,DIK,KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,medium_airport,46.797533,-102.801905,2592.0,United States,North Dakota,6400,asphalt,False,89,Northern Rockies Coordination Center
KDKB,,,DKB,DeKalb Taylor Municipal Airport,small_airport,41.936316,-88.704128,914.0,United States,Illinois,7227,asphalt,False,51,Eastern Area Coordination Center
KDKK,DKK,KDKK,DKK,Chautauqua County-Dunkirk Airport,small_airport,42.49247,-79.273102,693.0,United States,New York,5000,asphalt,False,51,Eastern Area Coordination Center
KDLH,DLH,KDLH,DLH,Duluth International Airport,medium_airport,46.842098,-92.193604,1428.0,United States,Minnesota,5699,asphalt,False,51,Eastern Area Coordination Center
KDLN,DLN,KDLN,DLN,Dillon Airport,small_airport,45.2554016113,-112.553001404,5241.0,United States,Montana,6500,asphalt,False,89,Northern Rockies Coordination Center
KDLO,,,DLO,Delano Municipal Airport,small_airport,35.745601654052734,-119.23699951171876,314.0,United States,California,5650,asphalt,False,96,Southern California Coordination Center
KDLS,DLS,KDLS,DLS,Columbia Gorge Regional Airport,medium_airport,45.620979,-121.170777,247.0,United States,Oregon,5097,asphalt,False,90,Northwest Interagency Coordination Center
KDLZ,,,DLZ,Delaware Municipal Airport,small_airport,40.279701,-83.114799,945.0,United States,Ohio,5000,asphalt,False,51,Eastern Area Coordination Center
KDMN,DMN,KDMN,DMN,Deming Municipal Airport,medium_airport,32.262298584,-107.721000671,4314.0,United States,New Mexico,"5675,6627","asphalt,asphalt",False,97,Southwest Area Coordination Center
KDMW,,,DMW,Carroll County Regional Jack B Poage Field,small_airport,39.60829926,-77.00769806,789.0,United States,Maryland,5100,asphalt,False,51,Eastern Area Coordination Center
KDNN,DNN,KDNN,DNN,Dalton Municipal Airport,small_airport,34.72290039,-84.87020111,709.0,United States,Georgia,5498,asphalt,False,100,Southern Area Coordination Center
KDNV,DNV,KDNV,DNV,Vermilion Regional Airport,small_airport,40.199124,-87.59663,697.0,United States,Illinois,6002,asphalt,False,51,Eastern Area Coordination Center
KDPG,DPG,KDPG,DPG,Michael AAF (Dugway Proving Ground) Airport,small_airport,40.197396,-112.935094,4349.0,United States,Utah,"7000,13125","asphalt,asphalt",False,118,Great Basin Coordination Center
KDPL,,,DPL,Duplin County Airport,small_airport,35.00009918,-77.98169708,136.0,United States,North Carolina,6002,asphalt,False,100,Southern Area Coordination Center
KDQH,,,DQH,Douglas Municipal Gene Chambers Airport,small_airport,31.4767,-82.860497,257.0,United States,Georgia,6005,asphalt,False,100,Southern Area Coordination Center
KDRO,DRO,KDRO,DRO,Durango La Plata County Airport,medium_airport,37.151501,-107.753998,6685.0,United States,Colorado,9201,asphalt,False,119,Rocky Mountain Area Coordination Center
KDRT,DRT,KDRT,DRT,Del Rio International Airport,medium_airport,29.3742008209,-100.927001953,1002.0,United States,Texas,6300,asphalt,False,100,Southern Area Coordination Center
KDSM,DSM,KDSM,DSM,Des Moines International Airport,medium_airport,41.534,-93.663101,958.0,United States,Iowa,"9001,9003","asphalt,asphalt",False,51,Eastern Area Coordination Center
KDTA,DTA,KDTA,DTA,Delta Municipal Airport,small_airport,39.3805999756,-112.508003235,4759.0,United States,Utah,"5500,5935","asphalt,asphalt",False,118,Great Basin Coordination Center
KDTN,DTN,KDTN,DTN,Shreveport Downtown Airport,small_airport,32.5401992798,-93.7450027466,179.0,United States,Louisiana,5018,asphalt,False,100,Southern Area Coordination Center
KDTO,,,DTO,Denton Enterprise Airport,small_airport,33.201769,-97.197983,643.0,United States,Texas,"5003,7002","asphalt,asphalt",False,100,Southern Area Coordination Center
KDUA,DUA,KDUA,DUA,Durant Regional Airport - Eaker Field,medium_airport,33.939675,-96.395072,699.0,United States,Oklahoma,6800,asphalt,False,100,Southern Area Coordination Center
KDUG,DUG,KDUG,DUG,Bisbee Douglas International Airport,medium_airport,31.4689998627,-109.603996277,4154.0,United States,Arizona,"5000,7158,7311,7503","asphalt,asphalt,asphalt,asphalt",False,97,Southwest Area Coordination Center
KDUH,,,DUH,Toledo Suburban Airport,small_airport,41.73590087890625,-83.65540313720703,669.0,United States,Michigan,5013,asphalt,False,51,Eastern Area Coordination Center
KDUJ,DUJ,KDUJ,DUJ,DuBois Regional Airport,medium_airport,41.17829895,-78.8986969,1817.0,United States,Pennsylvania,5504,asphalt,False,51,Eastern Area Coordination Center
KDUX,,,DUX,Moore County Airport,small_airport,35.857899,-102.013,3705.0,United States,Texas,5474,asphalt,False,100,Southern Area Coordination Center
KDVK,,,DVK,Stuart Powell Field,small_airport,37.579409,-84.774347,1022.0,United States,Kentucky,5000,asphalt,False,100,Southern Area Coordination Center
KDVL,DVL,KDVL,DVL,Devils Lake Regional Airport,medium_airport,48.115454,-98.908796,1456.0,United States,North Dakota,5509,asphalt,False,89,Northern Rockies Coordination Center
KDVT,DVT,KDVT,DVT,Phoenix Deer Valley Airport,small_airport,33.6883010864,-112.083000183,1478.0,United States,Arizona,8208,asphalt,False,97,Southwest Area Coordination Center
KDWA,,,DWA,Yolo County Davis Woodland Winters Airport,small_airport,38.57910156,-121.8570023,100.0,United States,California,6000,asphalt,False,87,Northern California Geographic Area Coordination Center
KDWH,DWH,KDWH,DWH,David Wayne Hooks Memorial Airport,small_airport,30.0618000031,-95.5528030396,152.0,United States,Texas,7009,asphalt,False,100,Southern Area Coordination Center
KDWU,,,DWU,Ashland Regional Airport,small_airport,38.554501,-82.737999,546.0,United States,Kentucky,5602,asphalt,False,100,Southern Area Coordination Center
KDYA,,,DYA,Demopolis Municipal Airport,small_airport,32.463799,-87.954102,113.0,United States,Alabama,5000,asphalt,False,100,Southern Area Coordination Center
KDYR,,,DYR,Dyersburg Regional Airport,small_airport,35.999158,-89.404898,338.0,United States,Tennessee,5698,asphalt,False,100,Southern Area Coordination Center
KE06,,,E06,Lea County-Zip Franklin Memorial Airport,small_airport,32.95254,-103.40993,3979.0,United States,New Mexico,6000,asphalt,False,97,Southwest Area Coordination Center
KE11,,,E11,Andrews County Airport,small_airport,32.331100463867,-102.5299987793,3174.0,United States,Texas,5816,asphalt,False,100,Southern Area Coordination Center
KE14,ESO,,E14,Ohkay Owingeh Airport,small_airport,36.026133,-106.045443,5790.0,United States,New Mexico,5000,asphalt,False,97,Southwest Area Coordination Center
KE24,WTR,,E24,Whiteriver Airport,small_airport,33.810175,-109.986555,5153.0,United States,Arizona,6288,asphalt,False,97,Southwest Area Coordination Center
KE25,,,E25,Wickenburg Municipal Airport,small_airport,33.970172,-112.796043,2377.0,United States,Arizona,5050,asphalt,False,97,Southwest Area Coordination Center
KE38,ALE,,E38,Alpine Casparis Municipal Airport,small_airport,30.384199,-103.683998,4515.0,United States,Texas,"5018,6003","asphalt,asphalt",False,100,Southern Area Coordination Center
KE42,,,E42,Spearman Municipal Airport,small_airport,36.221001,-101.195,3090.0,United States,Texas,5002,asphalt,False,100,Southern Area Coordination Center
KE63,,,E63,Gila Bend Municipal Airport,small_airport,32.95809937,-112.6780014,789.0,United States,Arizona,5200,asphalt,False,97,Southwest Area Coordination Center
KE80,,,BRG,Belen Regional Airport,small_airport,34.645198,-106.834,5194.0,United States,New Mexico,"5280,6601","asphalt,asphalt",False,97,Southwest Area Coordination Center
KE91,,,E91,Chinle Municipal Airport,small_airport,36.110900878906,-109.57499694824,5547.0,United States,Arizona,6900,asphalt,False,97,Southwest Area Coordination Center
KEAN,EAN,KEAN,EAN,Phifer Airfield,small_airport,42.0555,-104.929001,4776.0,United States,Wyoming,5900,asphalt,False,119,Rocky Mountain Area Coordination Center
KEAR,EAR,KEAR,EAR,Kearney Regional Airport,medium_airport,40.727001,-99.006798,2131.0,United States,Nebraska,7094,asphalt,False,119,Rocky Mountain Area Coordination Center
KEAT,EAT,KEAT,EAT,Pangborn Memorial Airport,medium_airport,47.398899,-120.207001,1249.0,United States,Washington,7000,asphalt,False,90,Northwest Interagency Coordination Center
KEBG,,,EBG,South Texas International at Edinburg Airport,small_airport,26.4417,-98.1222,75.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KEDE,EDE,KEDE,EDE,Northeastern Regional Airport,small_airport,36.027698516799994,-76.56710052490001,20.0,United States,North Carolina,6000,asphalt,False,100,Southern Area Coordination Center
KEDJ,,,EDJ,Bellefontaine Regional Airport,small_airport,40.372299,-83.819,1122.0,United States,Ohio,5000,asphalt,False,51,Eastern Area Coordination Center
KEDN,ETS,KEDN,EDN,Enterprise Municipal Airport,small_airport,31.29969978,-85.89990234,361.0,United States,Alabama,5100,asphalt,False,100,Southern Area Coordination Center
KEED,EED,KEED,EED,Needles Airport,medium_airport,34.7663002014,-114.623001099,983.0,United States,California,5005,asphalt,False,96,Southern California Coordination Center
KEEN,EEN,KEEN,EEN,Dillant Hopkins Airport,medium_airport,42.898399,-72.270798,488.0,United States,New Hampshire,6201,asphalt,False,51,Eastern Area Coordination Center
KEEO,,,EEO,Meeker Airport,small_airport,40.04880142211914,-107.88600158691406,6421.0,United States,Colorado,6500,asphalt,False,119,Rocky Mountain Area Coordination Center
KEET,,,EET,Shelby County Airport,medium_airport,33.17699814,-86.78279877,586.0,United States,Alabama,5000,asphalt,False,100,Southern Area Coordination Center
KEFK,EFK,KEFK,EFK,Northeast Kingdom International Airport,small_airport,44.888802,-72.229202,930.0,United States,Vermont,5300,asphalt,False,51,Eastern Area Coordination Center
KEFT,,,EFT,Monroe Municipal Airport,small_airport,42.614899,-89.590401,1086.0,United States,Wisconsin,5000,asphalt,False,51,Eastern Area Coordination Center
KEGE,EGE,KEGE,EGE,Eagle County Regional Airport,medium_airport,39.64260101,-106.9179993,6548.0,United States,Colorado,"5013,9000","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KEGV,EGV,KEGV,EGV,Eagle River Union Airport,small_airport,45.9323005676,-89.26830291750001,1642.0,United States,Wisconsin,5000,asphalt,False,51,Eastern Area Coordination Center
KEHO,,,EHO,Shelby-Cleveland County Regional Airport,small_airport,35.2556,-81.600998,847.0,United States,North Carolina,5002,asphalt,False,100,Southern Area Coordination Center
KEHR,,,EHR,Henderson City County Airport,small_airport,37.8078,-87.685699,387.0,United States,Kentucky,5504,asphalt,False,100,Southern Area Coordination Center
KEKM,EKI,KEKM,EKM,Elkhart Municipal Airport,small_airport,41.7193984985,-86.00319671630001,778.0,United States,Indiana,6500,asphalt,False,51,Eastern Area Coordination Center
KEKO,EKO,KEKO,EKO,Elko Regional Airport,medium_airport,40.82490158081055,-115.79199981689452,5140.0,United States,Nevada,7214,asphalt,False,118,Great Basin Coordination Center
KEKS,,,EKS,Ennis Big Sky Airport,small_airport,45.271801,-111.649002,5423.0,United States,Montana,6600,asphalt,False,89,Northern Rockies Coordination Center
KEKX,EKX,KEKX,EKX,Addington Field / Elizabethtown Regional Airport,small_airport,37.686001,-85.925003,775.0,United States,Kentucky,6001,asphalt,False,100,Southern Area Coordination Center
KEKY,,,EKY,Bessemer Airport,small_airport,33.312901,-86.925903,700.0,United States,Alabama,6007,asphalt,False,100,Southern Area Coordination Center
KELD,ELD,KELD,ELD,South Arkansas Regional Airport at Goodwin Field,medium_airport,33.221001,-92.813301,277.0,United States,Arkansas,6600,asphalt,False,100,Southern Area Coordination Center
KELM,ELM,KELM,ELM,Elmira Corning Regional Airport,medium_airport,42.1599006652832,-76.8916015625,954.0,United States,New York,"5404,7000","asphalt,asphalt",False,51,Eastern Area Coordination Center
KELN,ELN,KELN,ELN,Bowers Field,small_airport,47.03300095,-120.5309982,1764.0,United States,Washington,5590,asphalt,False,90,Northwest Interagency Coordination Center
KELO,LYU,KELO,ELO,Ely Municipal Airport,medium_airport,47.82450104,-91.83070374,1456.0,United States,Minnesota,5600,asphalt,True,51,Eastern Area Coordination Center
KELP,ELP,KELP,ELP,El Paso International Airport,medium_airport,31.807199,-106.377998,3959.0,United States,Texas,"5493,9025,12020","asphalt,asphalt,asphalt",False,97,Southwest Area Coordination Center
KELY,ELY,KELY,ELY,Ely Airport Yelland Field,medium_airport,39.29970169,-114.8420029,6259.0,United States,Nevada,6018,asphalt,False,118,Great Basin Coordination Center
KELZ,ELZ,KELZ,ELZ,Wellsville Municipal Airport - Tarantine Field,small_airport,42.109501,-77.989998,2124.0,United States,New York,5302,asphalt,False,51,Eastern Area Coordination Center
KEMM,EMM,KEMM,EMM,Kemmerer Municipal Airport,small_airport,41.82410049439999,-110.556999207,7285.0,United States,Wyoming,8200,asphalt,False,119,Rocky Mountain Area Coordination Center
KEMV,,,EMV,Emporia Greensville Regional Airport,small_airport,36.6869010925293,-77.48280334472656,127.0,United States,Virginia,5044,asphalt,False,100,Southern Area Coordination Center
KENL,ENL,KENL,ENL,Centralia Municipal Airport,small_airport,38.515099,-89.091103,534.0,United States,Illinois,5001,asphalt,False,51,Eastern Area Coordination Center
KENV,ENV,KENV,ENV,Wendover Airport,medium_airport,40.7187004089,-114.03099823,4237.0,United States,Utah,"8000,8001","asphalt,asphalt",False,118,Great Basin Coordination Center
KENW,ENW,KENW,ENW,Kenosha Regional Airport,medium_airport,42.59569931,-87.92780304,742.0,United States,Wisconsin,5499,grooved concrete,False,51,Eastern Area Coordination Center
KEOS,EOS,KEOS,EOS,Neosho Hugh Robinson Airport,small_airport,36.810799,-94.391701,1255.0,United States,Missouri,5001,asphalt,False,51,Eastern Area Coordination Center
KEPH,EPH,KEPH,EPH,Ephrata Municipal Airport,small_airport,47.307598,-119.515999,1276.0,United States,Washington,"5500,6630","asphalt,asphalt",False,90,Northwest Interagency Coordination Center
KEQY,,,EQY,Charlotte-Monroe Executive Airport,small_airport,35.01879883,-80.62020111,679.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KERI,ERI,KERI,ERI,Erie International Tom Ridge Field,medium_airport,42.083127,-80.173867,732.0,United States,Pennsylvania,8420,asphalt,False,51,Eastern Area Coordination Center
KERV,ERV,KERV,ERV,Kerrville / Kerr County Airport at Louis Schreiner Field,small_airport,29.9767,-99.085701,1617.0,United States,Texas,6000,asphalt,False,100,Southern Area Coordination Center
KESC,ESC,KESC,ESC,Delta County Airport,medium_airport,45.723199,-87.088623,609.0,United States,Michigan,"5000,6501","asphalt,asphalt",False,51,Eastern Area Coordination Center
KESF,ESF,KESF,ESF,Esler Army Airfield / Esler Regional Airport,medium_airport,31.394266,-92.294082,112.0,United States,Louisiana,"5601,5999","asphalt,asphalt",False,100,Southern Area Coordination Center
KESN,ESN,KESN,ESN,Easton Airport / Newnam Field,small_airport,38.804199,-76.069,72.0,United States,Maryland,5500,asphalt,False,51,Eastern Area Coordination Center
KEUF,EUF,KEUF,EUF,Weedon Field,small_airport,31.9512996674,-85.1288986206,285.0,United States,Alabama,5000,asphalt,False,100,Southern Area Coordination Center
KEUG,EUG,KEUG,EUG,Mahlon Sweet Field,medium_airport,44.12459945678711,-123.21199798583984,374.0,United States,Oregon,"5228,6000,8009","asphalt,asphalt,asphalt",False,90,Northwest Interagency Coordination Center
KEUL,,,EUL,Caldwell Executive Airport,small_airport,43.641899,-116.636002,2432.0,United States,Idaho,5500,asphalt,False,118,Great Basin Coordination Center
KEVB,,,EVB,New Smyrna Beach Municipal Airport,small_airport,29.0557,-80.948898,10.0,United States,Florida,5000,asphalt,False,100,Southern Area Coordination Center
KEVV,EVV,KEVV,EVV,Evansville Regional Airport,medium_airport,38.0369987488,-87.5324020386,418.0,United States,Indiana,"6286,8021","asphalt,asphalt",False,51,Eastern Area Coordination Center
KEVW,EVW,KEVW,EVW,Evanston-Uinta County Airport-Burns Field,medium_airport,41.27479935,-111.0350037,7143.0,United States,Wyoming,"7300,7300","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KEWB,EWB,KEWB,EWB,New Bedford Regional Airport,medium_airport,41.67610168457031,-70.95690155029297,80.0,United States,Massachusetts,5000,asphalt,False,51,Eastern Area Coordination Center
KEWK,EWK,KEWK,EWK,Newton City-County Airport,small_airport,38.0582008362,-97.2744979858,1533.0,United States,Kansas,7003,asphalt,False,119,Rocky Mountain Area Coordination Center
KEWN,EWN,KEWN,EWN,Coastal Carolina Regional Airport,medium_airport,35.0730018616,-77.04290008539999,18.0,United States,North Carolina,6004,asphalt,False,100,Southern Area Coordination Center
KEWR,EWR,KEWR,EWR,Newark Liberty International Airport,large_airport,40.692501,-74.168701,18.0,United States,New Jersey,"10000,11000","asphalt,asphalt",False,51,Eastern Area Coordination Center
KEXX,,,EXX,Davidson County Executive Airport,small_airport,35.781101,-80.303802,733.0,United States,North Carolina,5000,asphalt,False,100,Southern Area Coordination Center
KEYF,,,EYF,Curtis L Brown Jr Field,small_airport,34.60179901,-78.57929993,131.0,United States,North Carolina,5001,asphalt,False,100,Southern Area Coordination Center
KEZM,,,EZM,Heart of Georgia Regional Airport,small_airport,32.214199,-83.127998,304.0,United States,Georgia,6506,asphalt,False,100,Southern Area Coordination Center
KF05,WIB,,F05,Wilbarger County Airport,small_airport,34.2257003784,-99.2837982178,1265.0,United States,Texas,5099,asphalt,False,100,Southern Area Coordination Center
KF17,,,F17,Center Municipal Airport,small_airport,31.8316,-94.156403,319.0,United States,Texas,5501,asphalt,False,100,Southern Area Coordination Center
KF22,,,F22,Perry Municipal Airport,small_airport,36.385601,-97.277199,1002.0,United States,Oklahoma,"5098,5200,5200","asphalt,asphalt,asphalt",False,100,Southern Area Coordination Center
KF24,,,MNE,Minden Airport,small_airport,32.646,-93.298103,278.0,United States,Louisiana,5001,asphalt,False,100,Southern Area Coordination Center
KF70,RBK,,F70,French Valley Airport,small_airport,33.5742,-117.127998,1350.0,United States,California,6000,asphalt,False,96,Southern California Coordination Center
